data,dia_semana
2025-03-15,Sábado
2025-03-16,Domingo
2025-03-17,Segunda-Feira
2025-03-18,Terça-Feira
2025-03-19,Quarta-Feira
2025-03-20,Quinta-Feira
2025-03-21,Sexta-Feira
2025-03-22,Sábado
2025-03-23,Domingo
2025-03-24,Segunda-Feira
2025-03-25,Terça-Feira
2025-03-26,Quarta-Feira
2025-03-27,Quinta-Feira
2025-03-28,Sexta-Feira
2025-03-29,Sábado
2025-03-30,Domingo
2025-03-31,Segunda-Feira
2025-04-01,Terça-Feira
2025-04-02,Quarta-Feira
2025-04-03,Quinta-Feira
2025-04-04,Sexta-Feira
2025-04-05,Sábado
2025-04-06,Domingo
2025-04-07,Segunda-Feira
2025-04-08,Terça-Feira
2025-04-09,Quarta-Feira
2025-04-10,Quinta-Feira
2025-04-11,Sexta-Feira
2025-04-12,Sábado
2025-04-13,Domingo
2025-04-14,Segunda-Feira
2025-04-15,Terça-Feira
2025-04-16,Quarta-Feira
2025-04-17,Quinta-Feira
2025-04-18,Sexta-Feira
2025-04-19,Sábado
2025-04-20,Domingo
2025-04-21,Segunda-Feira
2025-04-22,Terça-Feira
2025-04-23,Quarta-Feira
2025-04-24,Quinta-Feira
2025-04-25,Sexta-Feira
2025-04-26,Sábado
2025-04-27,Domingo
2025-04-28,Segunda-Feira
2025-04-29,Terça-Feira
2025-04-30,Quarta-Feira
2025-05-01,Quinta-Feira
2025-05-02,Sexta-Feira
2025-05-03,Sábado
2025-05-04,Domingo
2025-05-05,Segunda-Feira
2025-05-06,Terça-Feira
2025-05-07,Quarta-Feira
2025-05-08,Quinta-Feira
2025-05-09,Sexta-Feira
2025-05-10,Sábado
2025-05-11,Domingo
2025-05-12,Segunda-Feira
2025-05-13,Terça-Feira
2025-05-14,Quarta-Feira
2025-05-15,Quinta-Feira
2025-05-16,Sexta-Feira
2025-05-17,Sábado
2025-05-18,Domingo
2025-05-19,Segunda-Feira
2025-05-20,Terça-Feira
2025-05-21,Quarta-Feira
2025-05-22,Quinta-Feira
2025-05-23,Sexta-Feira
2025-05-24,Sábado
2025-05-25,Domingo
2025-05-26,Segunda-Feira
2025-05-27,Terça-Feira
2025-05-28,Quarta-Feira
2025-05-29,Quinta-Feira
2025-05-30,Sexta-Feira
2025-05-31,Sábado
2025-06-01,Domingo
2025-06-02,Segunda-Feira
2025-06-03,Terça-Feira
2025-06-04,Quarta-Feira
2025-06-05,Quinta-Feira
2025-06-06,Sexta-Feira
2025-06-07,Sábado
2025-06-08,Domingo
2025-06-09,Segunda-Feira
2025-06-10,Terça-Feira
2025-06-11,Quarta-Feira
2025-06-12,Quinta-Feira
2025-06-13,Sexta-Feira
2025-06-14,Sábado
2025-06-15,Domingo
2025-06-16,Segunda-Feira
2025-06-17,Terça-Feira
2025-06-18,Quarta-Feira
2025-06-19,Quinta-Feira
2025-06-20,Sexta-Feira
2025-06-21,Sábado
2025-06-22,Domingo
2025-06-23,Segunda-Feira
2025-06-24,Terça-Feira
2025-06-25,Quarta-Feira
2025-06-26,Quinta-Feira
2025-06-27,Sexta-Feira
2025-06-28,Sábado
2025-06-29,Domingo
2025-06-30,Segunda-Feira
2025-07-01,Terça-Feira
2025-07-02,Quarta-Feira
2025-07-03,Quinta-Feira
2025-07-04,Sexta-Feira
2025-07-05,Sábado
2025-07-06,Domingo
2025-07-07,Segunda-Feira
2025-07-08,Terça-Feira
2025-07-09,Quarta-Feira
2025-07-10,Quinta-Feira
2025-07-11,Sexta-Feira
2025-07-12,Sábado
2025-07-13,Domingo
2025-07-14,Segunda-Feira
2025-07-15,Terça-Feira
2025-07-16,Quarta-Feira
2025-07-17,Quinta-Feira
2025-07-18,Sexta-Feira
2025-07-19,Sábado
2025-07-20,Domingo
2025-07-21,Segunda-Feira
2025-07-22,Terça-Feira
2025-07-23,Quarta-Feira
2025-07-24,Quinta-Feira
2025-07-25,Sexta-Feira
2025-07-26,Sábado
2025-07-27,Domingo
2025-07-28,Segunda-Feira
2025-07-29,Terça-Feira
2025-07-30,Quarta-Feira
2025-07-31,Quinta-Feira
2025-08-01,Sexta-Feira
2025-08-02,Sábado
2025-08-03,Domingo
2025-08-04,Segunda-Feira
2025-08-05,Terça-Feira
2025-08-06,Quarta-Feira
2025-08-07,Quinta-Feira
2025-08-08,Sexta-Feira
2025-08-09,Sábado
2025-08-10,Domingo
2025-08-11,Segunda-Feira
2025-08-12,Terça-Feira
2025-08-13,Quarta-Feira
2025-08-14,Quinta-Feira
2025-08-15,Sexta-Feira
2025-08-16,Sábado
2025-08-17,Domingo
2025-08-18,Segunda-Feira
2025-08-19,Terça-Feira
2025-08-20,Quarta-Feira
2025-08-21,Quinta-Feira
2025-08-22,Sexta-Feira
2025-08-23,Sábado
2025-08-24,Domingo
2025-08-25,Segunda-Feira
2025-08-26,Terça-Feira
2025-08-27,Quarta-Feira
2025-08-28,Quinta-Feira
2025-08-29,Sexta-Feira
2025-08-30,Sábado
2025-08-31,Domingo
2025-09-01,Segunda-Feira
2025-09-02,Terça-Feira
2025-09-03,Quarta-Feira
2025-09-04,Quinta-Feira
2025-09-05,Sexta-Feira
2025-09-06,Sábado
2025-09-07,Domingo
2025-09-08,Segunda-Feira
2025-09-09,Terça-Feira
2025-09-10,Quarta-Feira
2025-09-11,Quinta-Feira
2025-09-12,Sexta-Feira
2025-09-13,Sábado
2025-09-14,Domingo
2025-09-15,Segunda-Feira
2025-09-16,Terça-Feira
2025-09-17,Quarta-Feira
2025-09-18,Quinta-Feira
2025-09-19,Sexta-Feira
2025-09-20,Sábado
2025-09-21,Domingo
2025-09-22,Segunda-Feira
2025-09-23,Terça-Feira
2025-09-24,Quarta-Feira
2025-09-25,Quinta-Feira
2025-09-26,Sexta-Feira
2025-09-27,Sábado
2025-09-28,Domingo
2025-09-29,Segunda-Feira
2025-09-30,Terça-Feira
2025-10-01,Quarta-Feira
2025-10-02,Quinta-Feira
2025-10-03,Sexta-Feira
2025-10-04,Sábado
2025-10-05,Domingo
2025-10-06,Segunda-Feira
2025-10-07,Terça-Feira
2025-10-08,Quarta-Feira
2025-10-09,Quinta-Feira
2025-10-10,Sexta-Feira
2025-10-11,Sábado
2025-10-12,Domingo
2025-10-13,Segunda-Feira
2025-10-14,Terça-Feira
2025-10-15,Quarta-Feira
2025-10-16,Quinta-Feira
2025-10-17,Sexta-Feira
2025-10-18,Sábado
2025-10-19,Domingo
2025-10-20,Segunda-Feira
2025-10-21,Terça-Feira
2025-10-22,Quarta-Feira
2025-10-23,Quinta-Feira
2025-10-24,Sexta-Feira
2025-10-25,Sábado
2025-10-26,Domingo
2025-10-27,Segunda-Feira
2025-10-28,Terça-Feira
2025-10-29,Quarta-Feira
2025-10-30,Quinta-Feira
2025-10-31,Sexta-Feira
2025-11-01,Sábado
2025-11-02,Domingo
2025-11-03,Segunda-Feira
2025-11-04,Terça-Feira
2025-11-05,Quarta-Feira
2025-11-06,Quinta-Feira
2025-11-07,Sexta-Feira
2025-11-08,Sábado
2025-11-09,Domingo
2025-11-10,Segunda-Feira
2025-11-11,Terça-Feira
2025-11-12,Quarta-Feira
2025-11-13,Quinta-Feira
2025-11-14,Sexta-Feira
2025-11-15,Sábado
2025-11-16,Domingo
2025-11-17,Segunda-Feira
2025-11-18,Terça-Feira
2025-11-19,Quarta-Feira
2025-11-20,Quinta-Feira
2025-11-21,Sexta-Feira
2025-11-22,Sábado
2025-11-23,Domingo
2025-11-24,Segunda-Feira
2025-11-25,Terça-Feira
2025-11-26,Quarta-Feira
2025-11-27,Quinta-Feira
2025-11-28,Sexta-Feira
2025-11-29,Sábado
2025-11-30,Domingo
2025-12-01,Segunda-Feira
2025-12-02,Terça-Feira
2025-12-03,Quarta-Feira
2025-12-04,Quinta-Feira
2025-12-05,Sexta-Feira
2025-12-06,Sábado
2025-12-07,Domingo
2025-12-08,Segunda-Feira
2025-12-09,Terça-Feira
2025-12-10,Quarta-Feira
2025-12-11,Quinta-Feira
2025-12-12,Sexta-Feira
2025-12-13,Sábado
2025-12-14,Domingo
2025-12-15,Segunda-Feira
2025-12-16,Terça-Feira
2025-12-17,Quarta-Feira
2025-12-18,Quinta-Feira
2025-12-19,Sexta-Feira
2025-12-20,Sábado
2025-12-21,Domingo
2025-12-22,Segunda-Feira
2025-12-23,Terça-Feira
2025-12-24,Quarta-Feira
2025-12-25,Quinta-Feira
2025-12-26,Sexta-Feira
2025-12-27,Sábado
2025-12-28,Domingo
2025-12-29,Segunda-Feira
2025-12-30,Terça-Feira
2025-12-31,Quarta-Feira
2026-01-01,Quinta-Feira
2026-01-02,Sexta-Feira
2026-01-03,Sábado
2026-01-04,Domingo
2026-01-05,Segunda-Feira
2026-01-06,Terça-Feira
2026-01-07,Quarta-Feira
2026-01-08,Quinta-Feira
2026-01-09,Sexta-Feira
2026-01-10,Sábado
2026-01-11,Domingo
2026-01-12,Segunda-Feira
2026-01-13,Terça-Feira
2026-01-14,Quarta-Feira
2026-01-15,Quinta-Feira
2026-01-16,Sexta-Feira
2026-01-17,Sábado
2026-01-18,Domingo
2026-01-19,Segunda-Feira
2026-01-20,Terça-Feira
2026-01-21,Quarta-Feira
2026-01-22,Quinta-Feira
2026-01-23,Sexta-Feira
2026-01-24,Sábado
2026-01-25,Domingo
2026-01-26,Segunda-Feira
2026-01-27,Terça-Feira
2026-01-28,Quarta-Feira
2026-01-29,Quinta-Feira
2026-01-30,Sexta-Feira
2026-01-31,Sábado
2026-02-01,Domingo
2026-02-02,Segunda-Feira
2026-02-03,Terça-Feira
2026-02-04,Quarta-Feira
2026-02-05,Quinta-Feira
2026-02-06,Sexta-Feira
2026-02-07,Sábado
2026-02-08,Domingo
2026-02-09,Segunda-Feira
2026-02-10,Terça-Feira
2026-02-11,Quarta-Feira
2026-02-12,Quinta-Feira
2026-02-13,Sexta-Feira
2026-02-14,Sábado
2026-02-15,Domingo
2026-02-16,Segunda-Feira
2026-02-17,Terça-Feira
2026-02-18,Quarta-Feira
2026-02-19,Quinta-Feira
2026-02-20,Sexta-Feira
2026-02-21,Sábado
2026-02-22,Domingo
2026-02-23,Segunda-Feira
2026-02-24,Terça-Feira
2026-02-25,Quarta-Feira
2026-02-26,Quinta-Feira
2026-02-27,Sexta-Feira
2026-02-28,Sábado
2026-03-01,Domingo
2026-03-02,Segunda-Feira
2026-03-03,Terça-Feira
2026-03-04,Quarta-Feira
2026-03-05,Quinta-Feira
2026-03-06,Sexta-Feira
2026-03-07,Sábado
2026-03-08,Domingo
2026-03-09,Segunda-Feira
2026-03-10,Terça-Feira
2026-03-11,Quarta-Feira
2026-03-12,Quinta-Feira
2026-03-13,Sexta-Feira
2026-03-14,Sábado
2026-03-15,Domingo
2026-03-16,Segunda-Feira
2026-03-17,Terça-Feira
2026-03-18,Quarta-Feira
2026-03-19,Quinta-Feira
2026-03-20,Sexta-Feira
2026-03-21,Sábado
2026-03-22,Domingo
2026-03-23,Segunda-Feira
2026-03-24,Terça-Feira
2026-03-25,Quarta-Feira
2026-03-26,Quinta-Feira
2026-03-27,Sexta-Feira
2026-03-28,Sábado
2026-03-29,Domingo
2026-03-30,Segunda-Feira
2026-03-31,Terça-Feira
2026-04-01,Quarta-Feira
2026-04-02,Quinta-Feira
2026-04-03,Sexta-Feira
2026-04-04,Sábado
2026-04-05,Domingo
2026-04-06,Segunda-Feira
2026-04-07,Terça-Feira
2026-04-08,Quarta-Feira
2026-04-09,Quinta-Feira
2026-04-10,Sexta-Feira
2026-04-11,Sábado
2026-04-12,Domingo
2026-04-13,Segunda-Feira
2026-04-14,Terça-Feira
2026-04-15,Quarta-Feira
2026-04-16,Quinta-Feira
2026-04-17,Sexta-Feira
2026-04-18,Sábado
2026-04-19,Domingo
2026-04-20,Segunda-Feira
2026-04-21,Terça-Feira
2026-04-22,Quarta-Feira
2026-04-23,Quinta-Feira
2026-04-24,Sexta-Feira
2026-04-25,Sábado
2026-04-26,Domingo
2026-04-27,Segunda-Feira
2026-04-28,Terça-Feira
2026-04-29,Quarta-Feira
2026-04-30,Quinta-Feira
2026-05-01,Sexta-Feira
2026-05-02,Sábado
2026-05-03,Domingo
2026-05-04,Segunda-Feira
2026-05-05,Terça-Feira
2026-05-06,Quarta-Feira
2026-05-07,Quinta-Feira
2026-05-08,Sexta-Feira
2026-05-09,Sábado
2026-05-10,Domingo
2026-05-11,Segunda-Feira
2026-05-12,Terça-Feira
2026-05-13,Quarta-Feira
2026-05-14,Quinta-Feira
2026-05-15,Sexta-Feira
2026-05-16,Sábado
2026-05-17,Domingo
2026-05-18,Segunda-Feira
2026-05-19,Terça-Feira
2026-05-20,Quarta-Feira
2026-05-21,Quinta-Feira
2026-05-22,Sexta-Feira
2026-05-23,Sábado
2026-05-24,Domingo
2026-05-25,Segunda-Feira
2026-05-26,Terça-Feira
2026-05-27,Quarta-Feira
2026-05-28,Quinta-Feira
2026-05-29,Sexta-Feira
2026-05-30,Sábado
2026-05-31,Domingo
2026-06-01,Segunda-Feira
2026-06-02,Terça-Feira
2026-06-03,Quarta-Feira
2026-06-04,Quinta-Feira
2026-06-05,Sexta-Feira
2026-06-06,Sábado
2026-06-07,Domingo
2026-06-08,Segunda-Feira
2026-06-09,Terça-Feira
2026-06-10,Quarta-Feira
2026-06-11,Quinta-Feira
2026-06-12,Sexta-Feira
2026-06-13,Sábado
2026-06-14,Domingo
2026-06-15,Segunda-Feira
2026-06-16,Terça-Feira
2026-06-17,Quarta-Feira
2026-06-18,Quinta-Feira
2026-06-19,Sexta-Feira
2026-06-20,Sábado
2026-06-21,Domingo
2026-06-22,Segunda-Feira
2026-06-23,Terça-Feira
2026-06-24,Quarta-Feira
2026-06-25,Quinta-Feira
2026-06-26,Sexta-Feira
2026-06-27,Sábado
2026-06-28,Domingo
2026-06-29,Segunda-Feira
2026-06-30,Terça-Feira
2026-07-01,Quarta-Feira
2026-07-02,Quinta-Feira
2026-07-03,Sexta-Feira
2026-07-04,Sábado
2026-07-05,Domingo
2026-07-06,Segunda-Feira
2026-07-07,Terça-Feira
2026-07-08,Quarta-Feira
2026-07-09,Quinta-Feira
2026-07-10,Sexta-Feira
2026-07-11,Sábado
2026-07-12,Domingo
2026-07-13,Segunda-Feira
2026-07-14,Terça-Feira
2026-07-15,Quarta-Feira
2026-07-16,Quinta-Feira
2026-07-17,Sexta-Feira
2026-07-18,Sábado
2026-07-19,Domingo
2026-07-20,Segunda-Feira
2026-07-21,Terça-Feira
2026-07-22,Quarta-Feira
2026-07-23,Quinta-Feira
2026-07-24,Sexta-Feira
2026-07-25,Sábado
2026-07-26,Domingo
2026-07-27,Segunda-Feira
2026-07-28,Terça-Feira
2026-07-29,Quarta-Feira
2026-07-30,Quinta-Feira
2026-07-31,Sexta-Feira
2026-08-01,Sábado
2026-08-02,Domingo
2026-08-03,Segunda-Feira
2026-08-04,Terça-Feira
2026-08-05,Quarta-Feira
2026-08-06,Quinta-Feira
2026-08-07,Sexta-Feira
2026-08-08,Sábado
2026-08-09,Domingo
2026-08-10,Segunda-Feira
2026-08-11,Terça-Feira
2026-08-12,Quarta-Feira
2026-08-13,Quinta-Feira
2026-08-14,Sexta-Feira
2026-08-15,Sábado
2026-08-16,Domingo
2026-08-17,Segunda-Feira
2026-08-18,Terça-Feira
2026-08-19,Quarta-Feira
2026-08-20,Quinta-Feira
2026-08-21,Sexta-Feira
2026-08-22,Sábado
2026-08-23,Domingo
2026-08-24,Segunda-Feira
2026-08-25,Terça-Feira
2026-08-26,Quarta-Feira
2026-08-27,Quinta-Feira
2026-08-28,Sexta-Feira
2026-08-29,Sábado
2026-08-30,Domingo
2026-08-31,Segunda-Feira
2026-09-01,Terça-Feira
2026-09-02,Quarta-Feira
2026-09-03,Quinta-Feira
2026-09-04,Sexta-Feira
2026-09-05,Sábado
2026-09-06,Domingo
2026-09-07,Segunda-Feira
2026-09-08,Terça-Feira
2026-09-09,Quarta-Feira
2026-09-10,Quinta-Feira
2026-09-11,Sexta-Feira
2026-09-12,Sábado
2026-09-13,Domingo
2026-09-14,Segunda-Feira
2026-09-15,Terça-Feira
2026-09-16,Quarta-Feira
2026-09-17,Quinta-Feira
2026-09-18,Sexta-Feira
2026-09-19,Sábado
2026-09-20,Domingo
2026-09-21,Segunda-Feira
2026-09-22,Terça-Feira
2026-09-23,Quarta-Feira
2026-09-24,Quinta-Feira
2026-09-25,Sexta-Feira
2026-09-26,Sábado
2026-09-27,Domingo
2026-09-28,Segunda-Feira
2026-09-29,Terça-Feira
2026-09-30,Quarta-Feira
2026-10-01,Quinta-Feira
2026-10-02,Sexta-Feira
2026-10-03,Sábado
2026-10-04,Domingo
2026-10-05,Segunda-Feira
2026-10-06,Terça-Feira
2026-10-07,Quarta-Feira
2026-10-08,Quinta-Feira
2026-10-09,Sexta-Feira
2026-10-10,Sábado
2026-10-11,Domingo
2026-10-12,Segunda-Feira
2026-10-13,Terça-Feira
2026-10-14,Quarta-Feira
2026-10-15,Quinta-Feira
2026-10-16,Sexta-Feira
2026-10-17,Sábado
2026-10-18,Domingo
2026-10-19,Segunda-Feira
2026-10-20,Terça-Feira
2026-10-21,Quarta-Feira
2026-10-22,Quinta-Feira
2026-10-23,Sexta-Feira
2026-10-24,Sábado
2026-10-25,Domingo
2026-10-26,Segunda-Feira
2026-10-27,Terça-Feira
2026-10-28,Quarta-Feira
2026-10-29,Quinta-Feira
2026-10-30,Sexta-Feira
2026-10-31,Sábado
2026-11-01,Domingo
2026-11-02,Segunda-Feira
2026-11-03,Terça-Feira
2026-11-04,Quarta-Feira
2026-11-05,Quinta-Feira
2026-11-06,Sexta-Feira
2026-11-07,Sábado
2026-11-08,Domingo
2026-11-09,Segunda-Feira
2026-11-10,Terça-Feira
2026-11-11,Quarta-Feira
2026-11-12,Quinta-Feira
2026-11-13,Sexta-Feira
2026-11-14,Sábado
2026-11-15,Domingo
2026-11-16,Segunda-Feira
2026-11-17,Terça-Feira
2026-11-18,Quarta-Feira
2026-11-19,Quinta-Feira
2026-11-20,Sexta-Feira
2026-11-21,Sábado
2026-11-22,Domingo
2026-11-23,Segunda-Feira
2026-11-24,Terça-Feira
2026-11-25,Quarta-Feira
2026-11-26,Quinta-Feira
2026-11-27,Sexta-Feira
2026-11-28,Sábado
2026-11-29,Domingo
2026-11-30,Segunda-Feira
2026-12-01,Terça-Feira
2026-12-02,Quarta-Feira
2026-12-03,Quinta-Feira
2026-12-04,Sexta-Feira
2026-12-05,Sábado
2026-12-06,Domingo
2026-12-07,Segunda-Feira
2026-12-08,Terça-Feira
2026-12-09,Quarta-Feira
2026-12-10,Quinta-Feira
2026-12-11,Sexta-Feira
2026-12-12,Sábado
2026-12-13,Domingo
2026-12-14,Segunda-Feira
2026-12-15,Terça-Feira
2026-12-16,Quarta-Feira
2026-12-17,Quinta-Feira
2026-12-18,Sexta-Feira
2026-12-19,Sábado
2026-12-20,Domingo
2026-12-21,Segunda-Feira
2026-12-22,Terça-Feira
2026-12-23,Quarta-Feira
2026-12-24,Quinta-Feira
2026-12-25,Sexta-Feira
2026-12-26,Sábado
2026-12-27,Domingo
2026-12-28,Segunda-Feira
2026-12-29,Terça-Feira
2026-12-30,Quarta-Feira
2026-12-31,Quinta-Feira
